discount_pct,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,status,rating,order_id,city,category,payment_method,phone,state
18,2200,16.0,17-06-2023,6464.04,CUST_,Bookshelf,633191 ,Returned,5 stars,ORD_0499,chennai,Furn,Credit Card,+91-99981-75758,tamil nadu
150,$899.00,N/A,13/10/2024,-899.00,CUST_0374,USB Hub,,Retu,6,ORD_0500,CHENNAI,Electronics, Wallet,+91-90830-87498,  Tamil Nadu
null,35..,-1,"Sep 07, 2024",,#REF!,Pen Set,,Pendind,5,ORD_0501,HYDERABAD,stationery,Debit Card,96313 04659,  Telangana
13,899,9,1689359400,$899.00,CUST_0149 ,USB Hub,032542, Pending,,ORD_0502,unknown,electronics,DEBIT CARD,9671652768,maharashtra
26,inf,99.0,2024-01-20,0.00,00125,Wireless Mouse,86111, Cancelled,Good,ORD_0503 ,unknown,Elec,,919364787338,West Bengal
N/A,1200.00,19,05-11-2023,-3528.00,CUST_0103,Laptop Stand,015602,Returned,5 stars,ORD_0504,unknown,Elec,DEBIT CARD,919743642541,N/A
27.5,"$2,200.00",,2024-11-05,Rs.21997800,,Bookshelf,968309 , Cancelled,-1,ord_0505,kolkata,  Furniture  ,,+91-94051-87441,west bengal
N/A,$85.00,267,"Jul 25, 2023","$13,476.75",00357,Stapler,43951,Returned ,Good,ORD_0506,MUMBAI,  Stationery  , UPI,95935 10990,Maharashtra
-5,inf,-3,07/08/2024,"$4,153.50",CUST_,Sticky Notes (New),869437,P3nding,5 stars,ORD_0507 ,  Kolkata,stationery,cod,91602 14443,west bengal
150,4500,18,18-May-2024,-49500.00,CUST_0251,Office Chair,33020,Retu,-1,ORD_0508, Jaipur ,Furn,N/A,9168595259,Rajasthan
null,inf,315.0,02-11-2023,-1552950.00,CUST_0488,Monitor,598572,Cancelled,5 stars,ORD_0509,  Mumbai,Electronicss,CREDIT CARD,+91-95896-12103,  Maharashtra
-5,inf,0,29-Mar-2023,13039.00,CUST_0564 ,Laptop Bag,020473, Cancelled,5,ORD_0510,,Accessories,Wallet,919904719021,Maharashtra
10%,inf,N/A,1703010600,,CUST_0123 ,Sticky Notes,000000,returned,Good,ORD_0511, Chennai ,  Stationery  ,Wallet,9670095060,  Tamil Nadu
12,$650.00,9999,2024-05-18,Rs.0,CUST_,Desk Lamp,834532,SHIPPED,N/A,ORD_0512 ,"Surat,",Electronics,,9893422374,
N/A,850#,283,12/06/2024,-0.00,CUST_???,Laptop Bag,592582,Returned,6,ord_0513,,accessories,Net Banking,+91-90107-44571,Maharashtra
28,Rs. 899.00,1,1678127400,899.00,CUST_0155,USB Hub,567572 ,Delivered,4,ORD_0514,Jaipur,Electronics,N/A,919389817452,N/A
,8500.0,16,2024-09-24,8826.40,,Monitor,946660,Cancelled,6,ORD_0515,unknown,Electronics,UPI,9541684954,Tamil Nadu
11,650,185,1697826600,Rs.0,CUST_,Desk Lamp,N/A,Returned,N/A,ord_0516,,Electronicss, Wallet,919689631067,N/A
19,25#,,26/12/2024,288.75,,Sticky Notes,42963,returned,5 stars,ORD_0517,"Chennai,",STATIONERY,COD,919811831491,T@mil N@du
9,nan,0,14-Feb-2024,1667.60,,Bookshelf,000000,Returned,1,ord_0518,Surat,Furnitures,,+91 92576 78474,Gujarat
12,nan,-5,"Jan 01, 2023",Rs.-0,CUST_,Office Chair,036826,Canc,4,ORD_0519,"Mumbai,",Furnitures,UPI,09582014753,N/A
-5,25#,457,23-12-2023,"$3,850.00",00117,Sticky Notes  ,241978 ,D3liv3r3d,0,ord_0520,hyderabad,STATIONERY,Credit Card,9681561331,N/A
26,nan,14.0,"Aug 27, 2023",765.00,CUST_0169 ,Notebook,627771, Returned,,ORD_0521,"Mumbai,",Stat,N/A,919694481960,maharashtra
null,Rs. 899.00,4,"Aug 14, 2023",Rs.710,CUST_0171,USB Hub,337909,DELIVERED,6,ORD_0522 ,"Hyderabad,",Electronicss,UPI,+91-90620-54023,Tel@ng@n@
N/A,450,19,"Feb 06, 2023",$0.00,CUST_0537,Wireless Mouse (New),000000, Pending,6,ORD_0523,"Bangalore,",Elec,DEBIT CARD,,
19.7,2200#,,19/08/2023,13860.00,CUST_0294,Bookshelf,N/A,RETURNED,6,ord_0524,"Surat,",  Furniture  ,Debit Card,+91 91414 92773,gujarat
150,inf,9999,"Aug 17, 2023",,CUST_0335,Office Chair,178793 , Delivered,0,ORD_0525 , Jaipur ,Furn,N/A,9707506177,Rajasthan
N/A,25,,"May 28, 2024",-50.00,00339,Sticky Notes,041024,Cancelled,Good,ORD_0526,ahmedabad,STATIONERY,Debit Card,+91-94953-33136,N/A
-5,inf,N/A,30-07-2023,796.00,CUST_???,Phone Holder,022620,DELIVERED,5 stars,ord_0527,unknown,Acce,COD,,maharashtra
150,899#,0,17/12/2023,0.00,CUST_0573 ,USB Hub - Imported,000000,Shipped,4,ord_0528,CHENNAI,electronics,Debit Card,+91-92762-49749,
-5,450.0,0,2023-07-09,8629.81,#REF!,Wireless Mouse,605380,Returned,0,ORD_0529,Hyderabad,Electronics,Wallet,,  Telangana
0,25#,462,20-Apr-2023,0.00,CUST_0158,Sticky Notes,345786,Pend,6,ORD_0530,  Kolkata,Stationery,Net Banking,,West Bengal
-5,45..,0,1713465000,669.06,CUST_0583,Notebook,N/A,Canc3ll3d,N/A,ORD_0669,Jaipur,Stationerys,COD,9862821237,  Rajasthan
150,nan,,01-11-2023,4499550.00,CUST_0337,Wireless Mouse - Imported,000000,Cancelled ,Good,ord_0531,"Kolkata,",  Electronics  ,NET BANKING,9803624620,West Beng@l
19.7,8500#,N/A,18/09/2023,"$85,000.00",CUST_0512 ,Monitor,372362,CANCELLED,4,ORD_0532 ,mumbai,ELECTRONICS,COD,+91 98718 72835,maharashtra
-5,"$1,800.00",16,02-Jun-2023,,CUST_0313 ,Webcam,000000,delivered,0,ORD_0533,,ELECTRONICS, Wallet,,  Telangana
25.9,inf,195,2023-04-18,-4797.00,CUST_0474 ,Wireless Mouse,402195,pending,4,ORD_0534 ,unknown,ELECTRONICS,,+91 97555 30774,
,nan,418,15/07/2023,213412.50,CUST_0240,Keyboard,141823 ,Delivered ,4,ORD_0535,,electronics,Debit Card,+91 94555 16308,Guj@r@t
12,650.00,,1727548200,-325.00,CUST_0261,Desk Lamp,124621,shipped,,ORD_0536,,Electronics,N/A,+91 90458 63154,Telangana
150,1800.00,15,1704220200,17548245.00,CUST_0518 ,Webcam,000000,Returned,1,ORD_0537 , Surat ,ELECTRONICS,net banking,,Gujarat
25.7,Rs. 1200.00,,10-Sep-2023,0.00,CUST_???,Laptop Stand,000000,DELIVERED,6,ORD_0538,,Electronics,Net Banking,09504412138,Maharashtra
-5,120.00,9999,24/04/2023,$126.00,CUST_0495 ,HDMI Cable,,RETURNED,6,ORD_0539, Bangalore ,Electronicss,,9877250160,Karnataka
,45..,,2023-09-15,-15667.92,#REF!,Notebook,N/A,Pendind,-1,ORD_0540, Mumbai ,  Stationery  ,debit card,09799719729,N/A
10%,85,2,"Aug 31, 2023",0.00,CUST_,Stapler,000000, Returned,6,ORD_0541 , Mumbai ,Stationerys,N/A,93742 47021,N/A
6,$199.00,20,22-04-2023,0.00,CUST_0289 ,"Phone Holder, Pack of 3",48679,Pend,,ORD_0542,bangalore,accessories,,9772907652,Karnataka
null,Rs. 75.00,404,13-Oct-2024,$348.75,CUST_,Screen Cleaner,559117 ,DELIVERED,2,ORD_0543 ,unknown,Accessoriess,N/A,,gujarat
6,$199.00,20,22-04-2023,0.00,CUST_0289 ,Phone Holder,48679,Pend,,ORD_0542,bangalore,accessories,DUPLICATE,9772907652,Karnataka
10%,inf,6,04-01-2024,0.00,CUST_0587,Laptop Bag,067945,Ship,5 stars,ORD_0544,"Chennai,",Acce,,98511 08119,T@mil N@du
10%,nan,19,1711737000,29400.00,CUST_???,Standing Desk,792264,Shipp3d,6,ORD_0545,AHMEDABAD,FURNITURE,CREDIT CARD,9670893985,N/A
15.0,899,1,24-Sep-2024,260638.08,CUST_0555 ,USB Hub,060047,RETURNED,N/A,ORD_0546,Kolkata,  Electronics  ,Wallet,,West Beng@l
150,75,4,2023-04-04,92.92,,Screen Cleaner,983125 ,Pending,2,ord_0547,"Pune,",  Accessories  ,Credit Card,919747862762,maharashtra
16.2,1800..,0,1722537000,,CUST_0206 ,Webcam,721289 ,Delivered,N/A,ord_0548, Mumbai ,  Electronics  ,Net Banking,+91 96374 20592,Maharashtra
N/A,1200..,3.0,14/07/2024,0.00,CUST_0321 ,Laptop Stand,029931, Returned,6,ORD_0455,pune,Elec,CREDIT CARD,9997909547,
18,nan,18,16-Nov-2024,-1031800.00,CUST_???,Bookshelf,340229,Canc3ll3d,,ORD_0549,  Hyderabad,Furniture,N/A,+91-95769-82910,telangana
,8500,0,"Nov 13, 2024",0.00,#REF!,Monitor,000000,returned,5 stars,ORD_0550, Pune ,Electronics,UPI,,Maharashtra
N/A,75#,N/A,1678473000,88.50,CUST_,Screen Cleaner,654288,Delivered ,-1,ORD_0551,unknown,Accessoriess,net banking,+91-98848-38830,Rajasthan
N/A,"$4,500.00",0,1710181800,,00593,Office Chair,012816,Retu,5 stars,ORD_0552,unknown,  Furniture  ,CREDIT CARD,+91-94887-43339,T@mil N@du
-5,2200.00,359,31-Jul-2024,Rs.2090,00321,Bookshelf,33728,Shipped,6,ORD_0553,BANGALORE,FURNITURE,Credit Card,919745271078,  Karnataka
1.3,899.00,N/A,2023-03-07,,CUST_???,USB Hub,042751,Cancelled,6,ord_0554,PUNE,  Electronics  ,N/A,98609 92210,
10%,$25.00,,23/10/2024,415.36,,Sticky Notes,51108,Delivered,,ord_0555,"Ahmedabad,",Stationerys,COD,+91 99793 45519,Gujarat
-5,750.00,13.0,1730053800,6300.00,,Keyboard,952286,Ship,-1,ord_0556,kolkata,Elec,WALLET,9619032817,West Beng@l
150,nan,9999,13-Nov-2023,11998800.00,CUST_0166,Laptop Stand,211349,Returned ,N/A,ORD_0557,unknown,Elec, Wallet,09440786348,  Maharashtra
,199,-5,2024-11-15,199.00,CUST_0156,Phone Holder,,RETURNED,-1,ORD_0558,  Jaipur,ACCESSORIES,N/A,90798 55759,rajasthan
-5,Rs. 45.00,9999,2023-09-18,-47.25,CUST_0130,Notebook,, Pending,-1,ORD_0559 ,SURAT,  Stationery  ,,+91-91704-75522,Gujarat
null,inf,9999,21-06-2023,199.27,CUST_0499,Pen Set,N/A,Returned,0,ORD_0560,"Jaipur,",STATIONERY,COD,09547192007,N/A
-5,750,16,1678991400,6902309.70,CUST_0425,Keyboard,N/A,shipped,1,ORD_0561,SURAT,  Electronics  ,COD,,Gujarat
20,1800.00,-1,23-Jun-2023,2700.00,#REF!,Webcam,511392 ,Pend,0,ORD_0562,  Chennai,Electronics,Net Banking,919026640749,tamil nadu
18,75.0,20,"Mar 30, 2024",0.00,,Screen Cleaner,627901,delivered,4,ORD_0563,hyderabad,  Accessories  ,NET BANKING,,
21,1800#,,1723919400,17998200.00,#REF!,Webcam,N/A,Canc3ll3d,Good,ord_0564,Ahmedabad,Elec,COD,+91 90209 64139,gujarat
-5,inf,16,04-11-2023,40351964.40,CUST_0426,Office Chair,077321,RETURNED,N/A,ORD_0565,"Pune,",  Furniture  ,,9541519173,Maharashtra
10%,650.00,0,01-08-2024,,CUST_0488,Desk Lamp,051882,Cancelled,N/A,ORD_0566 ,Surat,Elec, Debit Card,,gujarat
10%,Rs. 1200.00,2,17-06-2023,984.00,CUST_0303,Laptop Stand,N/A,Shipped,5 stars,ord_0567,"Surat,",ELECTRONICS,,+91-90052-90697,gujarat
null,1800,131,2024-04-15,-9450.00,CUST_0496,Webcam,000000,Cancelled,-1,ORD_0568,unknown,Electronics, Wallet,,West Bengal
-5,650..,11,"Dec 25, 2023","$8,326.50",CUST_,Desk Lamp,000000,Returned,6,ORD_0569,unknown,Electronics, Credit Card,09079911554,Tamil Nadu
10,Rs. 850.00,20,2023-06-10,16150.00,00130,Laptop Bag,677743,Deli,,ord_0570,  Pune,Acce,Net Banking,9146688864,Maharashtra
15.0,450#,N/A,21/04/2024,-0.00,CUST_,Wireless Mouse,449493 , Returned,0,ORD_0360 , Surat ,Electronicss,Debit Card,9961469048,
-5,$199.00,370,2023-04-15,,CUST_???,Phone Holder,N/A,Cancelled ,6,ORD_0571 ,HYDERABAD,  Accessories  ,NET BANKING,,  Telangana
-5,$35.00,410,15/06/2023,0.00,CUST_???,Pen Set,N/A, Pending,0,ORD_0572,,Stat,,,Telangana
null,120.00,9999,1681497000,-0.00,CUST_???,HDMI Cable,48711,Pending ,1,ORD_0573,"Bangalore,",electronics,N/A,+91-97970-42597,karnataka
-5,8500..,-2,28-Dec-2024,,00175,Monitor,244029 ,Returned,2,ORD_0574, Delhi ,ELECTRONICS,N/A,+91-95764-78603,  Delhi
N/A,450..,2,25-Oct-2023,,CUST_,Wireless Mouse,N/A,RETURNED,Good,ORD_0575 ,Bangalore,ELECTRONICS,UPI,9320362422,
10%,450,122,2023-07-26,,CUST_???,Wireless Mouse,405685 ,D3liv3r3d,2,ord_0576,Mumbai,Elec,,9645022466,Maharashtra
,2200#,16,2024-09-02,0.00,CUST_0237 ,Bookshelf,N/A,Shipp3d,-1,ORD_0577 ,Hyderabad,Furn, Wallet,919768089336,Telangana
-5,85.0,,01-04-2024,-200.60,CUST_???,Stapler,043293,Shipped,0,ord_0578,,Stationerys,Net Banking,+91 97277 56593,rajasthan
null,750#,2.0,1683484200,615.00,CUST_0489,Keyboard,000000,Shipp3d,5 stars,ORD_0579,unknown,ELECTRONICS,net banking,99459 08666,gujarat
23,199.0,9999,06-Feb-2024,4226.76,CUST_0263 ,Phone Holder,060889,D3liv3r3d,2,ORD_0580,"Surat,",accessories,wallet,9847259197,N/A
10%,$75.00,6,13-Feb-2024,$75.00,CUST_0198 ,Screen Cleaner,N/A,Cancelled,1,ORD_0581,,Accessoriess, Debit Card,,N/A
-5,199..,14,20-Apr-2024,-99.50,CUST_0425,Phone Holder,996662 , Delivered,6,ORD_0582,  Hyderabad,ACCESSORIES,N/A,919441086607,Telangana
150,1800.00,0,18-10-2024,5022.00,CUST_,Webcam,069816,pending,-1,ord_0294,JAIPUR,ELECTRONICS,wallet,9574727412,R@j@sth@n
2.9,Rs. 750.00,299,2023-10-15,0.00,CUST_0507,Keyboard,037074,Delivered,N/A,ORD_0583,"Pune,",electronics,debit card,09872181959,maharashtra
25,$650.00,6,25-Mar-2023,Rs.0,CUST_,Desk Lamp,000000,Cancelled,1,ORD_0584,BANGALORE,Electronicss, Credit Card,+91 95980 61900,N/A
23.1,2200..,N/A,12-03-2024,20017998.00,CUST_???,Bookshelf,000000,Canc,4,ord_0585,"Ahmedabad,",Furn,Wallet,,gujarat
null,75.00,0,"Feb 17, 2023",Rs.-675,CUST_0441 ,Screen Cleaner,318131 ,Pendind,5 stars,ord_0586, Delhi ,  Accessories  ,Credit Card,09443494364,N/A
-5,25#,N/A,1692729000,7200.00,CUST_0233,Sticky Notes,024961,R3turn3d,,ord_0587, Hyderabad ,stationery,N/A,,Telangana
10%,Rs. 899.00,13.0,"Aug 07, 2024",0.00,CUST_0568,USB Hub,037011,Returned,6,ORD_0588,"Delhi,",Electronicss,debit card,97166 98339,  Delhi
,85.0,-4,11-02-2024,850.00,00295,Stapler,,Canc,5,ORD_0589,MUMBAI,Stat,UPI,09447979938,M@h@r@shtr@
-5,1800.00,N/A,23/03/2023,5400.00,CUST_,Webcam,72919,Pendind,,ord_0590,"Ahmedabad,",Electronicss,N/A,,
10%,75.00,N/A,13/06/2024,,CUST_0125 ,Screen Cleaner,429357,D3liv3r3d,Good,ord_0591,"Chennai,",  Accessories  ,Net Banking,09174958929,tamil nadu
,nan,-1,1690828200,197480.25,CUST_0588,Sticky Notes,939775,Delivered ,0,ORD_0592,unknown,stationery,COD,9720416168,N/A
21,Rs. 4500.00,-1,19-03-2024,0.00,,Office Chair,207313 ,P3nding,-1,ORD_0593,  Pune,Furn,WALLET,94107 84946,
20.7,650.00,0,15/06/2024,637.00,CUST_0138,Desk Lamp,000000, Pending,2,ord_0594,  Surat,Elec,,919295226793,  Gujarat
14.7,8500..,N/A,07-Oct-2023,Rs.89250,CUST_0119,Monitor,590931, Delivered,N/A,ORD_0595,  Surat,Electronics,UPI,,Guj@r@t
-5,Rs. 850.00,N/A,23-Feb-2024,0.00,CUST_???,Laptop Bag,,Shipped ,5,ord_0596,PUNE,Accessoriess,,09929561216,Maharashtra
150,nan,1,2024-05-08,-3422.80,CUST_0272,Phone Holder,N/A,Pend,2,ord_0597,PUNE,Accessories,WALLET,+91 91452 77542,M@h@r@shtr@
10%,8500,-2,01-08-2023,7021.00,CUST_0263,Monitor  ,466352,Returned,,ord_0598,JAIPUR,Electronics, Debit Card,+91 90809 45740,rajasthan
8,120.00,-1,1735583400,Rs.0,CUST_0410,HDMI Cable,N/A,Returned,,ORD_0599,unknown,  Electronics  ,,,  Gujarat
3,inf,-5,"Jul 17, 2023",Rs.0,CUST_,Stapler,036510,pending,-1,ORD_0600,  Ahmedabad,Stationerys,N/A,09439224934,  Gujarat
30,35..,N/A,28-10-2024,82.60,00446,Pen Set,559270 ,Returned,5 stars,ord_0601,unknown,  Stationery  ,,919134549514,telangana
15,Rs. 85.00,-4,1673893800,0.00,CUST_0162 ,Stapler,296596,Shipp3d,2,ORD_0602, Kolkata ,  Stationery  ,N/A,+91-94556-29940,West Bengal
28,8500,3,1734633000,Rs.8500,CUST_0172,Monitor,,Returned,6,ORD_0603,  Jaipur,Electronicss, Net Banking,919734442898,Rajasthan
3,Rs. 85.00,0,21-02-2023,892.50,CUST_0240,Stapler,660035,DELIVERED,5 stars,ORD_0373,JAIPUR,STATIONERY,Credit Card,97153 12857,rajasthan
16.2,$899.00,0,2024-03-07,,CUST_0567 ,USB Hub,546987 ,Returned,0,ORD_0604,CHENNAI,Elec, COD,94566 59520,  Tamil Nadu
null,75..,5,11-12-2023,0.00,CUST_0103 ,Screen Cleaner,295283,Ship,6,ORD_0605,,Accessories,,,Maharashtra
150,850#,,25-Jul-2024,0.00,CUST_0140 ,Laptop Bag,967192,Pend,0,ORD_0606 ,  Jaipur,accessories, Credit Card,+91-92660-92217,  Rajasthan
10%,inf,0,23-09-2024,,,Stapler,91481,Canc,6,ord_0607,,Stat,N/A,09758463523,Tamil Nadu
null,8500..,0,17/05/2023,20060.00,00308,Monitor,955360,returned,,ORD_0608,Hyderabad,  Electronics  ,upi,+91 94288 06668,N/A
3,75..,N/A,2024-02-19,"$1,350.00",CUST_0471,Screen Cleaner,27267,pending,-1,ORD_0609,Bangalore,accessories,Debit Card,09934792249,  Karnataka
26,Rs. 2200.00,-4,"Mar 06, 2023",Rs.1883,00396,Bookshelf,000000,Delivered ,5 stars,ORD_0610 , Pune ,Furniture,UPI,9974776561,N/A
2,9800.00,,2024-03-14,0.00,00597,Standing Desk,587129 ,returned,5 stars,ORD_0611,pune,Furniture, COD,09509186791,maharashtra
null,75..,5,11-12-2023,0.00,CUST_0103 ,Screen Cleaner,295283,Ship_dup,6,ORD_0605,,Accessories,,,Maharashtra
N/A,inf,,07-04-2024,315.00,CUST_,Wireless Mouse,033310, Cancelled,3,ord_0612,  Chennai,Electronicss,,9377125203,  Tamil Nadu
N/A,"$4,500.00",,09-Oct-2023,1452532.50,CUST_0176 ,Office Chair,000000, Delivered,5 stars,ORD_0250,mumbai,Furn,N/A,+91 92386 39310,
0,75..,N/A,1681410600,$222.75,CUST_0488,Screen Cleaner,116881,Delivered,,ORD_0613,,Accessoriess,N/A,919542471085,N/A
null,75#,8,26/05/2023,75.00,CUST_0196 ,Screen Cleaner - Imported,699129, Pending,5 stars,ORD_0614,,  Accessories  , UPI,9623998472,Delhi
,9800..,0,1719253800,0.00,CUST_???,Standing Desk,000000,Shipped,6,ORD_0615,unknown,Furnitures,Net Banking,09807648235,N/A
7.6,nan,N/A,10-Oct-2024,1800.00,CUST_???,Webcam,636182, Delivered,3,ORD_0616,"Surat,",Elec,N/A,+91-92300-46397,Gujarat
,9800#,20,17/03/2024,11564.00,#REF!,Standing Desk,887938,Shipped ,5 stars,ord_0617,Bangalore,Furnitures,Net Banking,919174442795,karnataka
10%,1200#,360,1681237800,$972.00,CUST_0127,Laptop Stand,641933,returned,2,ord_0618,unknown,ELECTRONICS,wallet,,
-5,4500,1,"Jun 05, 2023",0.00,CUST_0433,Office Chair  ,037619,Shipped,1,ORD_0619,,Furn,net banking,919694541692,Telangana
null,899.0,N/A,07-04-2024,"$11,309.42",CUST_???,USB Hub,084431,Cancelled,5 stars,ord_0620,"Chennai,",Elec,UPI,93413 09299,Tamil Nadu
,Rs. 199.00,9999,09-Jun-2023,,CUST_???,Phone Holder,33939,Returned,-1,ORD_0621,  Surat,accessories,N/A,9605399537,
150,nan,0,07/02/2023,$450.00,CUST_0191,Wireless Mouse,N/A,returned,5,ORD_0622 ,unknown,Elec,WALLET,9966723696,Maharashtra
16,$75.00,N/A,"May 09, 2024",60.00,CUST_0191,Screen Cleaner,000000, Returned,Good,ORD_0623,Mumbai,  Accessories  ,,,  Maharashtra
15,inf,276,12-Nov-2024,Rs.-78975,00553,"Desk Lamp, Pack of 3",090282,Retu,0,ORD_0624,  Hyderabad,Electronics, COD,919931391141,telangana
14,inf,9,"Nov 16, 2024",170000.00,#REF!,Monitor,,Retu,5 stars,ORD_0625 ,Surat,ELECTRONICS,Debit Card,9856439558,Guj@r@t
-5,inf,6,10-Dec-2023,697.50,CUST_0259,Keyboard,084159, Shipped,N/A,ORD_0626,Ahmedabad,electronics,debit card,9831944924,gujarat
20,450.00,10.0,16-Jul-2024,"$3,914,608.50",CUST_???,Wireless Mouse,077608,Returned ,-1,ORD_0627,surat,  Electronics  ,upi,+91-90966-19411,
29,9800.0,,2024-01-31,"$185,220.00",CUST_0380,Standing Desk,830582,Returned,5 stars,ord_0628,hyderabad,Furniture, Wallet,09446271644,N/A
-5,9800.0,,2024-07-15,1384210.80,CUST_,Standing Desk,N/A,R3turn3d,5 stars,ord_0629,"Mumbai,",Furnitures,COD,9140260710,  Maharashtra
,"$8,500.00",0,"Sep 25, 2023",,CUST_???,Monitor,458118,Pend,2,ORD_0630,"Delhi,",ELECTRONICS,,,Delhi
0.9,inf,1,2023-09-13,-7644.00,CUST_???,Standing Desk,N/A,cancelled,,ORD_0080,kolkata,  Furniture  ,debit card,09570950174,West Beng@l
24.3,9800,-5,12-May-2024,0.00,,Standing Desk,452983 ,Cancelled,,ORD_0631, Delhi ,Furniture,Credit Card,9940254590,  Delhi
12,9800.00,,"Apr 27, 2024",53851.00,00308,Standing Desk,775630,Delivered,0,ORD_0632,Bangalore,FURNITURE,Net Banking,09812765393,  Karnataka
150,nan,N/A,1696012200,,00582,Webcam,000000,P3nding,5 stars,ORD_0633,CHENNAI,electronics,Net Banking,+91-95575-18455,Tamil Nadu
null,8500.0,200,"May 04, 2024",7998.50,CUST_0194,Monitor,725105 , Shipped,1,ORD_0634,  Hyderabad,Electronicss,DEBIT CARD,,Telangana
,750,20,2023-11-28,6869313.00,CUST_0226,Keyboard,010773,DELIVERED,-1,ord_0635,ahmedabad,Electronics,,919915518529,
150,inf,5,22-01-2023,1574.62,CUST_???,Stapler,63443,Ship,5 stars,ORD_0636,,Stationery,debit card,,N/A
10%,inf,10,2024-06-09,,CUST_0103 ,Phone Holder,907385,Canc3ll3d,1,ORD_0637,  Delhi,Accessories,,09027870590,Delhi
null,35..,9999,02-Nov-2023,12531.75,CUST_0493,Pen Set,000000,Pending,4,ORD_0638,unknown,Stationerys,upi,92153 98739,N/A
29,$85.00,15,"Mar 10, 2024",171.71,CUST_???,Stapler,,Delivered ,-1,ORD_0639,Chennai,Stationerys,,,
-5,$850.00,-3,"Aug 07, 2024",-892.50,CUST_0174,Laptop Bag  ,072358,P3nding,Good,ORD_0640,Delhi,Accessories,N/A,09624117801,Delhi
3,$35.00,7,1678905000,0.00,CUST_,Pen Set,485814,Cancelled,5 stars,ord_0641, Surat ,Stationery,,99280 60172,Gujarat
15.8,nan,-2,1684261800,Rs.0,CUST_0426,USB Hub,586964,Pending ,,ORD_0642,  Delhi,Electronics,,09791686888,N/A
6.1,Rs. 9800.00,5,"Jun 22, 2024","$97,990,200.00",CUST_0165,Standing Desk,000000, Delivered,-1,ORD_0643,unknown,Furn,,09901168799,rajasthan
150,199.0,12,2023-07-02,,CUST_,Phone Holder,161909,shipped,5,ORD_0644,,accessories,NET BANKING,96795 92305,Gujarat
N/A,4500#,0,1692988200,,,Office Chair,818229,Shipped,-1,ord_0645,,FURNITURE, Wallet,+91-95948-18574,Karnataka
150,35.0,5.0,08/02/2024,700.00,CUST_???,Pen Set,000000,Canc3ll3d,5,ORD_0646,unknown,Stat,UPI,+91-99130-96228,N/A
-5,nan,,19/07/2023,,CUST_0526 ,Screen Cleaner,964496 ,Returned,3,ord_0647,"Mumbai,",ACCESSORIES,WALLET,919461982249,maharashtra
5.8,nan,13,2024-08-11,,CUST_0337,"Standing Desk, Pack of 3",N/A,Shipped,-1,ORD_0648,unknown,FURNITURE, Net Banking,9063957807,  Maharashtra
N/A,1200,19,2023-03-26,0.00,CUST_0521 ,Laptop Stand,000000,delivered,-1,ORD_0649 ,"Surat,",Elec,,+91 96934 77343,Guj@r@t
-5,1200,N/A,26-10-2024,1140.00,00590,Laptop Stand,351710,Pend,3,ORD_0650,jaipur,Elec,Debit Card,,
18.9,nan,-3,"Oct 23, 2023",$0.00,CUST_0130,HDMI Cable,593567,PENDING,5,ORD_0651 ,  Mumbai,Electronicss,,96685 90586,N/A
N/A,inf,20,14/09/2024,,CUST_???,Pen Set,620014,Canc3ll3d,Good,ORD_0652,  Mumbai,stationery,N/A,09858618348,M@h@r@shtr@
,25#,103,25-May-2024,,CUST_???,Sticky Notes,054080,Pending ,1,ORD_0011,  Chennai,Stationerys,DEBIT CARD,99340 39267,N/A
-5,nan,N/A,13/01/2023,-47245275.00,CUST_0132,Office Chair,,Shipp3d,2,ORD_0653,,Furnitures,COD,+91-99186-25684,Delhi
8,"$9,800.00",,19/06/2023,0.00,,Standing Desk,N/A, Pending,,ORD_0654 , Hyderabad ,Furnitures,upi,9189233723,
null,$85.00,9999,18-Oct-2023,1143.76,CUST_0270,Stapler,35529,CANCELLED,1,ORD_0655,  Ahmedabad,  Stationery  ,,,
0,inf,17,06-Jul-2023,"$2,520.00",CUST_???,Laptop Stand,N/A,Shipp3d,5 stars,ORD_0656,  Bangalore,Electronics,Credit Card,919069254589,Karnataka
,8500.00,-5,1689705000,,CUST_,Monitor,277157 ,CANCELLED,Good,ord_0657,BANGALORE,Elec, Net Banking,+91 90038 07011,Karnataka
150,Rs. 9800.00,2,1715884200,"$79,380.00",CUST_0322 ,Standing Desk  ,626282,P3nding,Good,ORD_0658, Pune ,  Furniture  , Credit Card,09038228679,N/A
20.8,$85.00,N/A,27-Feb-2024,,CUST_0551 ,Stapler,,Shipped ,Good,ORD_0659 ,"Jaipur,",  Stationery  ,N/A,09722288989,Rajasthan
30.3,25.00,8,13/06/2024,-325.00,CUST_0373,Sticky Notes,000000,Shipped ,,ord_0660,PUNE,Stat,Credit Card,,maharashtra
27,35,N/A,1686940200,165.20,,Pen Set,322386, Shipped,5 stars,ORD_0661,,  Stationery  ,N/A,92868 13556,Gujarat
,2200,253,11/08/2023,1826.00,CUST_,Bookshelf,918563,CANCELLED,0,ORD_0662 ,"Chennai,",FURNITURE,N/A,99274 58727,  Tamil Nadu
15,75.00,-5,"Jan 10, 2023",0.00,00300,Screen Cleaner,92409,Returned ,5 stars,ORD_0663,Surat,Acce,N/A,,
25.7,Rs. 1200.00,,10-Sep-2023,0.00,CUST_???,Laptop Stand,000000,DELIVERED,6,ORD_0538,,Electronics,Net Banking,09504412138,Maharashtra
